local_equipo,local_totalShots,local_shotsOnTarget,local_wonCorners,local_possessionPct,local_foulsCommitted,local_yellowCards,local_redCards,local_offsides,local_saves,local_blockedShots,visita_equipo,visita_totalShots,visita_shotsOnTarget,visita_wonCorners,visita_possessionPct,visita_foulsCommitted,visita_yellowCards,visita_redCards,visita_offsides,visita_saves,visita_blockedShots,event_id,fecha,temporada
Coquimbo Unido,16.0,6.0,4.0,55.0,18.0,2.0,0.0,0.0,3.0,2.0,Huachipato,18.0,5.0,4.0,45.0,13.0,3.0,0.0,0.0,5.0,2.0,629375,2022-05-09 00:00:00,2022
Cobresal,23.0,6.0,11.0,56.6,14.0,5.0,0.0,2.0,4.0,6.0,Everton CD,10.0,4.0,3.0,43.4,16.0,1.0,0.0,2.0,6.0,1.0,629373,2022-05-09 19:00:00,2022
Curicó Unido,13.0,4.0,6.0,53.8,10.0,1.0,0.0,2.0,0.0,4.0,Colo Colo,7.0,3.0,3.0,46.2,12.0,2.0,0.0,2.0,3.0,1.0,629372,2022-05-09 22:00:00,2022
Unión La Calera,10.0,3.0,3.0,46.2,15.0,0.0,0.0,3.0,5.0,4.0,Audax Italiano,18.0,5.0,5.0,53.8,8.0,1.0,0.0,1.0,2.0,7.0,629371,2022-05-10 00:30:00,2022
Universidad Católica,10.0,7.0,5.0,50.6,9.0,2.0,0.0,3.0,1.0,2.0,Unión La Calera,8.0,1.0,5.0,49.4,12.0,3.0,0.0,1.0,4.0,0.0,629368,2022-05-13 22:00:00,2022
Unión Española,15.0,4.0,10.0,52.7,13.0,2.0,0.0,1.0,3.0,8.0,Antofagasta,9.0,3.0,3.0,47.3,14.0,3.0,1.0,1.0,3.0,1.0,629362,2022-05-14 00:30:00,2022
La Serena,13.0,2.0,6.0,48.7,15.0,1.0,0.0,5.0,5.0,2.0,Palestino,19.0,5.0,6.0,51.3,9.0,4.0,0.0,0.0,2.0,5.0,629366,2022-05-14 16:30:00,2022
Everton CD,11.0,6.0,4.0,56.6,18.0,4.0,0.0,2.0,6.0,1.0,Universidad de Chile,15.0,7.0,4.0,43.4,10.0,3.0,0.0,1.0,4.0,4.0,629367,2022-05-14 19:30:00,2022
Colo Colo,17.0,8.0,2.0,57.4,12.0,3.0,0.0,2.0,2.0,2.0,Coquimbo Unido,9.0,2.0,3.0,42.6,8.0,3.0,0.0,0.0,4.0,3.0,629364,2022-05-14 22:00:00,2022
Cobresal,25.0,11.0,10.0,53.1,11.0,2.0,0.0,1.0,2.0,5.0,O'Higgins,11.0,2.0,2.0,46.9,9.0,1.0,0.0,1.0,9.0,0.0,629365,2022-05-15 18:45:00,2022
Huachipato,15.0,3.0,4.0,37.0,11.0,2.0,1.0,0.0,3.0,4.0,Ñublense,23.0,6.0,1.0,63.0,9.0,3.0,0.0,1.0,2.0,6.0,629369,2022-05-15 21:30:00,2022
Curicó Unido,14.0,6.0,6.0,48.7,13.0,0.0,0.0,2.0,1.0,2.0,Audax Italiano,12.0,2.0,5.0,51.3,10.0,3.0,1.0,2.0,2.0,6.0,629363,2022-05-17 00:30:00,2022
Coquimbo Unido,12.0,4.0,10.0,55.8,14.0,3.0,0.0,1.0,0.0,5.0,Unión Española,17.0,4.0,7.0,44.2,15.0,2.0,0.0,2.0,3.0,6.0,629361,2022-05-20 23:00:00,2022
Antofagasta,15.0,3.0,2.0,44.5,11.0,2.0,0.0,5.0,4.0,1.0,Everton CD,18.0,6.0,9.0,55.5,11.0,4.0,0.0,2.0,1.0,7.0,629357,2022-05-21 19:00:00,2022
Audax Italiano,13.0,6.0,5.0,32.6,19.0,3.0,0.0,1.0,2.0,2.0,Universidad Católica,7.0,4.0,5.0,67.4,10.0,2.0,1.0,1.0,3.0,1.0,629360,2022-05-21 19:00:00,2022
Universidad de Chile,14.0,8.0,7.0,55.6,11.0,2.0,0.0,3.0,3.0,0.0,Huachipato,13.0,5.0,2.0,44.4,12.0,3.0,1.0,2.0,5.0,3.0,629359,2022-05-21 21:30:00,2022
Unión La Calera,29.0,9.0,5.0,64.7,6.0,1.0,0.0,0.0,0.0,8.0,La Serena,5.0,2.0,5.0,35.3,11.0,3.0,1.0,2.0,7.0,1.0,629358,2022-05-22 00:00:00,2022
Palestino,13.0,6.0,4.0,56.9,12.0,4.0,0.0,2.0,3.0,3.0,Cobresal,14.0,4.0,9.0,43.1,11.0,1.0,0.0,2.0,3.0,4.0,629354,2022-05-22 16:00:00,2022
O'Higgins,6.0,2.0,3.0,43.5,12.0,4.0,1.0,1.0,1.0,1.0,Colo Colo,9.0,2.0,2.0,56.5,7.0,0.0,1.0,5.0,1.0,4.0,629355,2022-05-22 19:00:00,2022
Ñublense,23.0,8.0,8.0,63.7,12.0,3.0,0.0,0.0,2.0,6.0,Curicó Unido,11.0,3.0,2.0,36.3,7.0,1.0,1.0,0.0,5.0,3.0,629356,2022-05-23 00:00:00,2022
Curicó Unido,11.0,5.0,3.0,51.8,16.0,2.0,1.0,1.0,5.0,2.0,Coquimbo Unido,18.0,5.0,4.0,48.2,9.0,2.0,0.0,1.0,2.0,2.0,629348,2022-05-28 00:30:00,2022
La Serena,11.0,7.0,3.0,39.1,20.0,1.0,1.0,3.0,1.0,2.0,Audax Italiano,19.0,3.0,8.0,60.9,12.0,3.0,0.0,0.0,4.0,5.0,629347,2022-05-28 19:00:00,2022
Cobresal,20.0,3.0,5.0,54.4,7.0,2.0,0.0,2.0,0.0,4.0,Universidad de Chile,8.0,0.0,4.0,45.6,7.0,2.0,0.0,0.0,2.0,4.0,629351,2022-05-28 21:30:00,2022
Huachipato,7.0,2.0,5.0,53.4,9.0,2.0,0.0,0.0,0.0,1.0,Palestino,7.0,1.0,2.0,46.6,12.0,2.0,1.0,2.0,0.0,3.0,629350,2022-05-29 00:00:00,2022
Universidad Católica,15.0,4.0,5.0,53.0,12.0,2.0,0.0,1.0,2.0,4.0,Antofagasta,7.0,2.0,3.0,47.0,14.0,4.0,0.0,1.0,3.0,1.0,629346,2022-05-29 21:30:00,2022
Unión Española,12.0,3.0,4.0,54.5,11.0,4.0,0.0,0.0,1.0,2.0,Unión La Calera,8.0,2.0,5.0,45.5,4.0,1.0,0.0,4.0,2.0,1.0,629352,2022-05-30 00:00:00,2022
Colo Colo,16.0,3.0,6.0,43.5,11.0,2.0,0.0,0.0,2.0,4.0,Ñublense,7.0,2.0,1.0,56.5,11.0,3.0,0.0,0.0,3.0,2.0,629353,2022-05-30 22:00:00,2022
Everton CD,7.0,2.0,1.0,51.3,15.0,0.0,1.0,0.0,2.0,2.0,O'Higgins,10.0,2.0,4.0,48.7,11.0,1.0,0.0,1.0,2.0,5.0,629349,2022-05-31 00:30:00,2022
Ñublense,9.0,1.0,5.0,66.7,10.0,2.0,0.0,2.0,4.0,3.0,Audax Italiano,10.0,5.0,5.0,33.3,7.0,4.0,0.0,1.0,0.0,1.0,629339,2022-06-30 23:00:00,2022
Everton CD,19.0,3.0,7.0,68.3,12.0,2.0,0.0,0.0,2.0,7.0,Colo Colo,9.0,3.0,5.0,31.7,8.0,0.0,2.0,1.0,2.0,1.0,629340,2022-07-01 22:30:00,2022
Palestino,13.0,3.0,4.0,29.5,14.0,4.0,1.0,0.0,3.0,3.0,Unión Española,10.0,3.0,6.0,70.5,13.0,4.0,1.0,2.0,2.0,3.0,629344,2022-07-02 19:00:00,2022
Universidad de Chile,8.0,4.0,6.0,46.0,14.0,3.0,1.0,2.0,5.0,2.0,Unión La Calera,13.0,4.0,6.0,54.0,7.0,1.0,0.0,1.0,2.0,3.0,629345,2022-07-02 21:30:00,2022
Huachipato,19.0,6.0,4.0,54.4,10.0,1.0,1.0,3.0,2.0,4.0,Curicó Unido,16.0,4.0,2.0,45.6,8.0,1.0,0.0,1.0,4.0,5.0,629342,2022-07-03 00:00:00,2022
La Serena,8.0,3.0,4.0,43.8,14.0,5.0,1.0,3.0,3.0,2.0,O'Higgins,16.0,3.0,4.0,56.2,14.0,2.0,1.0,2.0,2.0,3.0,629343,2022-07-03 19:00:00,2022
Universidad Católica,10.0,7.0,1.0,68.5,11.0,2.0,0.0,3.0,3.0,1.0,Coquimbo Unido,10.0,2.0,6.0,31.5,15.0,4.0,0.0,2.0,5.0,3.0,629341,2022-07-03 21:30:00,2022
Cobresal,22.0,7.0,4.0,63.1,10.0,3.0,0.0,1.0,0.0,2.0,Antofagasta,9.0,1.0,4.0,36.9,13.0,2.0,0.0,0.0,4.0,1.0,629338,2022-07-04 00:00:00,2022
O'Higgins,18.0,3.0,8.0,69.0,17.0,4.0,0.0,1.0,1.0,7.0,Palestino,11.0,3.0,5.0,31.0,15.0,0.0,0.0,1.0,2.0,3.0,629333,2022-07-09 00:30:00,2022
Curicó Unido,14.0,6.0,11.0,46.1,7.0,0.0,0.0,3.0,2.0,1.0,Cobresal,14.0,2.0,8.0,53.9,10.0,1.0,0.0,3.0,5.0,2.0,629330,2022-07-09 19:00:00,2022
Audax Italiano,21.0,9.0,6.0,58.3,7.0,2.0,0.0,1.0,4.0,5.0,Huachipato,13.0,5.0,1.0,41.7,7.0,3.0,0.0,3.0,8.0,2.0,629334,2022-07-09 21:30:00,2022
Coquimbo Unido,11.0,5.0,4.0,47.4,18.0,1.0,1.0,0.0,2.0,1.0,Everton CD,13.0,3.0,7.0,52.6,13.0,0.0,1.0,4.0,4.0,3.0,629331,2022-07-10 00:00:00,2022
Antofagasta,18.0,6.0,5.0,39.9,17.0,4.0,0.0,3.0,2.0,4.0,Universidad de Chile,13.0,3.0,2.0,60.1,14.0,2.0,0.0,4.0,5.0,5.0,629336,2022-07-10 19:00:00,2022
Colo Colo,13.0,6.0,7.0,47.6,12.0,3.0,0.0,4.0,0.0,4.0,La Serena,9.0,0.0,3.0,52.4,11.0,6.0,0.0,2.0,3.0,3.0,629332,2022-07-10 22:00:00,2022
Unión La Calera,5.0,5.0,0.0,32.7,8.0,2.0,1.0,1.0,2.0,0.0,Ñublense,19.0,3.0,7.0,67.3,14.0,1.0,0.0,1.0,2.0,8.0,629337,2022-07-11 00:30:00,2022
Palestino,13.0,6.0,3.0,53.7,15.0,2.0,0.0,1.0,1.0,5.0,Coquimbo Unido,12.0,3.0,3.0,46.3,15.0,2.0,0.0,2.0,2.0,2.0,629324,2022-07-16 17:15:00,2022
Audax Italiano,4.0,3.0,1.0,35.4,20.0,2.0,0.0,1.0,4.0,0.0,Colo Colo,17.0,6.0,7.0,64.6,7.0,3.0,0.0,3.0,2.0,7.0,629323,2022-07-16 19:45:00,2022
Cobresal,16.0,6.0,4.0,52.9,7.0,1.0,0.0,0.0,0.0,3.0,Unión La Calera,3.0,0.0,4.0,47.1,11.0,2.0,0.0,0.0,3.0,0.0,629328,2022-07-16 22:15:00,2022
Everton CD,15.0,7.0,5.0,49.8,14.0,1.0,0.0,2.0,7.0,3.0,Unión Española,15.0,8.0,6.0,50.2,14.0,2.0,1.0,1.0,5.0,2.0,629327,2022-07-17 00:45:00,2022
La Serena,8.0,4.0,6.0,58.7,14.0,3.0,1.0,4.0,1.0,2.0,Antofagasta,9.0,2.0,3.0,41.3,18.0,2.0,0.0,2.0,4.0,2.0,629322,2022-07-17 16:30:00,2022
Universidad de Chile,16.0,6.0,7.0,47.8,16.0,2.0,0.0,3.0,5.0,4.0,Ñublense,14.0,6.0,1.0,52.2,14.0,1.0,1.0,2.0,6.0,2.0,629329,2022-07-17 19:00:00,2022
Curicó Unido,19.0,6.0,6.0,43.4,6.0,2.0,0.0,1.0,3.0,3.0,Universidad Católica,14.0,5.0,4.0,56.6,10.0,2.0,0.0,1.0,3.0,0.0,629326,2022-07-17 21:30:00,2022
Huachipato,18.0,6.0,6.0,57.3,17.0,4.0,0.0,1.0,4.0,4.0,O'Higgins,14.0,6.0,7.0,42.7,11.0,2.0,0.0,1.0,5.0,2.0,629325,2022-07-18 00:00:00,2022
Ñublense,17.0,8.0,3.0,58.9,17.0,2.0,0.0,0.0,3.0,2.0,Cobresal,16.0,5.0,4.0,41.1,8.0,3.0,0.0,4.0,5.0,5.0,629315,2022-07-22 23:00:00,2022
Antofagasta,19.0,7.0,8.0,51.0,17.0,6.0,0.0,2.0,3.0,5.0,Audax Italiano,10.0,6.0,2.0,49.0,17.0,4.0,1.0,1.0,5.0,2.0,629314,2022-07-23 16:30:00,2022
Coquimbo Unido,16.0,6.0,4.0,53.2,15.0,4.0,0.0,2.0,2.0,3.0,La Serena,9.0,2.0,4.0,46.8,13.0,2.0,0.0,1.0,2.0,1.0,629317,2022-07-23 19:00:00,2022
Colo Colo,17.0,5.0,8.0,57.8,14.0,3.0,0.0,2.0,1.0,5.0,Huachipato,8.0,1.0,4.0,42.2,12.0,2.0,0.0,2.0,4.0,1.0,629319,2022-07-23 21:30:00,2022
Everton CD,10.0,3.0,3.0,59.0,13.0,1.0,0.0,0.0,2.0,0.0,Unión La Calera,12.0,3.0,2.0,41.0,13.0,1.0,0.0,1.0,3.0,3.0,629321,2022-07-24 00:00:00,2022
O'Higgins,16.0,3.0,4.0,50.8,17.0,3.0,0.0,4.0,2.0,3.0,Universidad de Chile,10.0,3.0,4.0,49.2,10.0,2.0,1.0,2.0,2.0,2.0,629320,2022-07-24 19:00:00,2022
Universidad Católica,14.0,3.0,8.0,62.9,7.0,1.0,0.0,2.0,4.0,2.0,Palestino,14.0,5.0,7.0,37.1,12.0,3.0,0.0,1.0,2.0,4.0,629318,2022-07-24 21:30:00,2022
Unión Española,10.0,4.0,5.0,57.0,11.0,3.0,0.0,2.0,2.0,1.0,Curicó Unido,15.0,5.0,3.0,43.0,8.0,1.0,0.0,1.0,3.0,5.0,629316,2022-07-25 22:00:00,2022
Huachipato,21.0,8.0,8.0,54.3,12.0,3.0,0.0,0.0,2.0,7.0,Unión Española,15.0,6.0,4.0,45.7,9.0,1.0,0.0,2.0,6.0,2.0,629312,2022-07-29 22:00:00,2022
Unión La Calera,10.0,4.0,4.0,49.6,8.0,4.0,0.0,2.0,1.0,2.0,Palestino,11.0,3.0,9.0,50.4,9.0,4.0,0.0,2.0,2.0,2.0,629311,2022-07-30 00:30:00,2022
Antofagasta,13.0,5.0,5.0,34.8,18.0,2.0,0.0,1.0,5.0,4.0,Coquimbo Unido,14.0,6.0,4.0,65.2,14.0,3.0,0.0,1.0,3.0,2.0,629308,2022-07-30 16:30:00,2022
La Serena,9.0,4.0,2.0,41.3,10.0,3.0,0.0,3.0,2.0,0.0,Ñublense,18.0,2.0,10.0,58.7,6.0,2.0,0.0,1.0,1.0,8.0,629313,2022-07-30 19:00:00,2022
Universidad Católica,19.0,4.0,11.0,72.6,8.0,3.0,0.0,1.0,1.0,8.0,Cobresal,6.0,1.0,3.0,27.4,10.0,2.0,0.0,0.0,4.0,1.0,629306,2022-07-30 22:00:00,2022
Curicó Unido,21.0,6.0,9.0,49.6,9.0,1.0,0.0,0.0,3.0,2.0,Everton CD,9.0,7.0,3.0,50.4,10.0,3.0,0.0,3.0,6.0,0.0,629309,2022-07-31 00:30:00,2022
Universidad de Chile,14.0,3.0,3.0,42.6,14.0,2.0,1.0,1.0,3.0,3.0,Colo Colo,11.0,6.0,2.0,57.4,10.0,4.0,0.0,4.0,2.0,2.0,629307,2022-07-31 17:30:00,2022
Audax Italiano,13.0,3.0,9.0,47.0,11.0,2.0,0.0,2.0,3.0,2.0,O'Higgins,9.0,4.0,2.0,53.0,12.0,4.0,1.0,4.0,2.0,3.0,629310,2022-07-31 22:00:00,2022
O'Higgins,26.0,4.0,4.0,40.0,9.0,2.0,1.0,4.0,7.0,7.0,Curicó Unido,11.0,7.0,7.0,60.0,8.0,1.0,0.0,1.0,3.0,2.0,629301,2022-08-06 16:30:00,2022
Cobresal,16.0,3.0,7.0,52.7,9.0,3.0,1.0,2.0,2.0,3.0,La Serena,11.0,3.0,6.0,47.3,8.0,2.0,0.0,2.0,2.0,3.0,629302,2022-08-06 19:00:00,2022
Everton CD,17.0,4.0,1.0,38.8,11.0,0.0,1.0,0.0,0.0,4.0,Universidad Católica,14.0,1.0,7.0,61.2,5.0,1.0,0.0,4.0,3.0,4.0,629303,2022-08-06 21:30:00,2022
Palestino,13.0,8.0,8.0,55.3,9.0,2.0,0.0,2.0,0.0,1.0,Audax Italiano,14.0,3.0,7.0,44.7,10.0,4.0,0.0,2.0,5.0,3.0,629299,2022-08-07 17:15:00,2022
Unión Española,12.0,6.0,8.0,52.3,10.0,4.0,0.0,0.0,5.0,3.0,Universidad de Chile,19.0,6.0,8.0,47.7,5.0,2.0,0.0,1.0,5.0,7.0,629304,2022-08-07 19:45:00,2022
Colo Colo,25.0,6.0,8.0,69.8,6.0,3.0,0.0,4.0,4.0,8.0,Antofagasta,9.0,4.0,1.0,30.2,10.0,2.0,1.0,1.0,5.0,0.0,629298,2022-08-07 22:15:00,2022
Ñublense,14.0,6.0,8.0,67.9,13.0,3.0,0.0,1.0,2.0,5.0,Coquimbo Unido,8.0,3.0,1.0,32.1,16.0,3.0,0.0,0.0,4.0,2.0,629300,2022-08-08 00:45:00,2022
Huachipato,21.0,7.0,11.0,66.3,8.0,1.0,0.0,1.0,0.0,2.0,Unión La Calera,7.0,4.0,4.0,33.7,14.0,5.0,0.0,0.0,4.0,1.0,629305,2022-08-08 21:30:00,2022
Universidad Católica,7.0,3.0,4.0,64.5,9.0,4.0,0.0,2.0,2.0,2.0,O'Higgins,18.0,4.0,2.0,35.5,19.0,5.0,0.0,1.0,1.0,3.0,629293,2022-08-12 00:15:00,2022
Coquimbo Unido,13.0,7.0,5.0,43.1,17.0,4.0,0.0,2.0,1.0,2.0,Cobresal,7.0,2.0,1.0,56.9,17.0,2.0,2.0,2.0,4.0,4.0,629291,2022-08-13 00:30:00,2022
Audax Italiano,17.0,2.0,9.0,50.4,18.0,1.0,0.0,1.0,1.0,6.0,Everton CD,3.0,1.0,3.0,49.6,14.0,1.0,1.0,0.0,1.0,1.0,629292,2022-08-13 17:15:00,2022
Curicó Unido,16.0,9.0,2.0,60.7,18.0,1.0,0.0,1.0,3.0,2.0,Universidad de Chile,11.0,4.0,2.0,39.3,9.0,2.0,1.0,3.0,5.0,3.0,629296,2022-08-13 19:45:00,2022
Unión La Calera,9.0,4.0,2.0,59.4,16.0,1.0,1.0,1.0,3.0,2.0,Antofagasta,10.0,4.0,7.0,40.6,21.0,3.0,0.0,3.0,3.0,0.0,629290,2022-08-14 00:30:00,2022
La Serena,12.0,4.0,6.0,58.0,11.0,3.0,1.0,0.0,3.0,2.0,Huachipato,13.0,4.0,4.0,42.0,18.0,5.0,0.0,0.0,4.0,2.0,629295,2022-08-14 19:00:00,2022
Colo Colo,10.0,4.0,7.0,59.9,15.0,4.0,0.0,4.0,3.0,4.0,Palestino,10.0,3.0,1.0,40.1,11.0,3.0,0.0,1.0,3.0,2.0,629294,2022-08-14 21:30:00,2022
Ñublense,16.0,4.0,7.0,60.6,7.0,2.0,0.0,0.0,1.0,4.0,Unión Española,23.0,3.0,8.0,39.4,6.0,1.0,0.0,0.0,3.0,5.0,629297,2022-08-15 00:00:00,2022
Everton CD,22.0,8.0,1.0,53.8,12.0,3.0,0.0,0.0,0.0,3.0,La Serena,9.0,0.0,4.0,46.2,15.0,2.0,0.0,1.0,5.0,2.0,629285,2022-08-27 00:00:00,2022
Palestino,15.0,4.0,4.0,40.7,15.0,3.0,0.0,1.0,6.0,6.0,Curicó Unido,13.0,7.0,4.0,59.3,10.0,4.0,0.0,2.0,2.0,1.0,629284,2022-08-27 16:00:00,2022
Universidad de Chile,22.0,8.0,6.0,36.8,12.0,1.0,0.0,1.0,2.0,5.0,Universidad Católica,10.0,6.0,4.0,63.2,11.0,1.0,0.0,2.0,8.0,1.0,629288,2022-08-27 19:00:00,2022
Coquimbo Unido,5.0,0.0,2.0,38.4,13.0,3.0,0.0,1.0,2.0,3.0,O'Higgins,14.0,4.0,5.0,61.6,12.0,2.0,0.0,4.0,0.0,2.0,629286,2022-08-27 22:00:00,2022
Antofagasta,12.0,3.0,4.0,37.4,13.0,3.0,0.0,2.0,1.0,5.0,Ñublense,8.0,1.0,1.0,62.6,7.0,1.0,0.0,1.0,2.0,1.0,629289,2022-08-28 16:30:00,2022
Cobresal,11.0,3.0,4.0,61.8,11.0,2.0,0.0,2.0,3.0,3.0,Huachipato,11.0,4.0,4.0,38.2,10.0,4.0,0.0,0.0,1.0,1.0,629287,2022-08-28 19:00:00,2022
Unión La Calera,11.0,4.0,5.0,48.4,8.0,2.0,0.0,2.0,3.0,1.0,Colo Colo,13.0,4.0,5.0,51.6,16.0,5.0,0.0,2.0,2.0,3.0,629283,2022-08-28 21:30:00,2022
Unión Española,13.0,5.0,1.0,70.7,11.0,2.0,0.0,8.0,2.0,4.0,Audax Italiano,12.0,5.0,1.0,29.3,11.0,3.0,0.0,0.0,3.0,1.0,629282,2022-08-29 00:00:00,2022
Universidad de Chile,8.0,0.0,5.0,53.5,14.0,1.0,0.0,1.0,2.0,5.0,Coquimbo Unido,17.0,2.0,7.0,46.5,13.0,4.0,0.0,2.0,0.0,5.0,629276,2022-09-07 19:30:00,2022
Audax Italiano,14.0,6.0,9.0,51.7,5.0,2.0,1.0,1.0,0.0,3.0,Cobresal,5.0,2.0,4.0,48.3,13.0,3.0,0.0,2.0,4.0,2.0,629275,2022-09-08 00:30:00,2022
Colo Colo,20.0,9.0,5.0,47.2,8.0,0.0,1.0,4.0,4.0,4.0,Unión Española,12.0,4.0,10.0,52.8,8.0,2.0,0.0,0.0,5.0,2.0,629280,2022-09-08 22:00:00,2022
Curicó Unido,10.0,2.0,8.0,37.3,6.0,1.0,0.0,2.0,2.0,5.0,Unión La Calera,14.0,2.0,3.0,62.7,9.0,4.0,0.0,4.0,0.0,1.0,629281,2022-09-09 00:30:00,2022
O'Higgins,16.0,4.0,7.0,55.6,14.0,5.0,0.0,2.0,2.0,3.0,Antofagasta,11.0,2.0,10.0,44.4,14.0,5.0,0.0,1.0,3.0,4.0,629274,2022-09-09 22:00:00,2022
Huachipato,11.0,4.0,8.0,44.5,11.0,2.0,0.0,1.0,6.0,3.0,Everton CD,16.0,7.0,4.0,55.5,8.0,0.0,0.0,2.0,3.0,1.0,629277,2022-09-10 00:30:00,2022
La Serena,13.0,8.0,5.0,45.1,15.0,3.0,0.0,1.0,5.0,2.0,Universidad Católica,24.0,9.0,1.0,54.9,10.0,0.0,0.0,2.0,8.0,8.0,629279,2022-09-10 19:00:00,2022
Ñublense,10.0,6.0,0.0,48.8,9.0,1.0,1.0,1.0,5.0,3.0,Palestino,15.0,5.0,7.0,51.2,17.0,2.0,1.0,0.0,4.0,2.0,629278,2022-09-10 21:30:00,2022
Coquimbo Unido,12.0,1.0,6.0,45.8,12.0,2.0,0.0,5.0,1.0,6.0,Audax Italiano,9.0,2.0,1.0,54.2,16.0,1.0,0.0,2.0,1.0,2.0,629266,2022-09-13 21:00:00,2022
O'Higgins,16.0,6.0,5.0,55.4,11.0,3.0,0.0,1.0,2.0,3.0,Unión La Calera,10.0,4.0,5.0,44.6,8.0,1.0,0.0,0.0,4.0,1.0,629272,2022-09-13 23:30:00,2022
Unión Española,18.0,4.0,10.0,63.3,12.0,2.0,0.0,0.0,4.0,6.0,La Serena,14.0,5.0,1.0,36.7,15.0,4.0,0.0,1.0,4.0,2.0,629269,2022-09-14 18:30:00,2022
Cobresal,7.0,5.0,3.0,54.4,14.0,5.0,0.0,3.0,4.0,1.0,Colo Colo,12.0,7.0,3.0,45.6,11.0,2.0,0.0,1.0,5.0,0.0,629267,2022-09-14 20:00:00,2022
Everton CD,17.0,9.0,4.0,52.4,14.0,4.0,0.0,1.0,3.0,1.0,Ñublense,11.0,4.0,3.0,47.6,8.0,2.0,0.0,2.0,8.0,2.0,629273,2022-09-14 21:00:00,2022
Universidad Católica,16.0,7.0,8.0,61.8,10.0,1.0,0.0,4.0,1.0,3.0,Huachipato,12.0,1.0,6.0,38.2,8.0,2.0,0.0,0.0,6.0,2.0,629270,2022-09-14 23:30:00,2022
Palestino,12.0,3.0,4.0,60.2,14.0,2.0,0.0,2.0,3.0,2.0,Universidad de Chile,8.0,4.0,4.0,39.8,10.0,3.0,0.0,5.0,4.0,2.0,629271,2022-09-15 18:30:00,2022
Antofagasta,20.0,5.0,4.0,52.1,14.0,3.0,0.0,4.0,3.0,6.0,Curicó Unido,12.0,3.0,2.0,47.9,14.0,2.0,0.0,0.0,5.0,3.0,629268,2022-09-15 21:00:00,2022
Unión La Calera,15.0,5.0,8.0,53.3,9.0,1.0,0.0,2.0,3.0,4.0,Coquimbo Unido,13.0,3.0,3.0,46.7,10.0,3.0,0.0,2.0,3.0,3.0,629260,2022-09-30 23:00:00,2022
Huachipato,17.0,7.0,8.0,59.6,14.0,2.0,0.0,3.0,4.0,4.0,Antofagasta,8.0,4.0,2.0,40.4,13.0,3.0,0.0,4.0,6.0,1.0,629258,2022-10-01 15:00:00,2022
Palestino,8.0,5.0,4.0,50.8,13.0,3.0,0.0,2.0,5.0,0.0,Everton CD,13.0,9.0,8.0,49.2,5.0,1.0,0.0,2.0,4.0,2.0,629261,2022-10-01 18:00:00,2022
Curicó Unido,22.0,7.0,12.0,51.8,7.0,1.0,0.0,0.0,1.0,4.0,La Serena,11.0,1.0,3.0,48.2,14.0,3.0,0.0,0.0,5.0,5.0,629262,2022-10-01 23:00:00,2022
Ñublense,14.0,4.0,3.0,52.4,7.0,1.0,0.0,0.0,7.0,3.0,O'Higgins,18.0,9.0,1.0,47.6,14.0,2.0,1.0,0.0,2.0,4.0,629263,2022-10-02 15:00:00,2022
Cobresal,16.0,4.0,3.0,48.3,8.0,1.0,0.0,3.0,4.0,6.0,Unión Española,9.0,4.0,3.0,51.7,12.0,1.0,0.0,1.0,2.0,1.0,629265,2022-10-02 21:00:00,2022
Universidad de Chile,13.0,5.0,3.0,53.9,10.0,4.0,0.0,3.0,3.0,3.0,Audax Italiano,11.0,6.0,1.0,46.1,13.0,4.0,0.0,0.0,3.0,1.0,629259,2022-10-03 21:00:00,2022
Colo Colo,14.0,4.0,3.0,54.6,8.0,1.0,0.0,2.0,3.0,4.0,Universidad Católica,9.0,3.0,1.0,45.4,16.0,3.0,0.0,1.0,4.0,3.0,629264,2022-10-04 22:00:00,2022
Huachipato,17.0,2.0,8.0,69.8,9.0,1.0,0.0,0.0,2.0,7.0,Coquimbo Unido,5.0,3.0,1.0,30.2,7.0,1.0,0.0,1.0,2.0,1.0,629251,2022-10-07 22:00:00,2022
Universidad Católica,12.0,6.0,7.0,56.7,7.0,3.0,0.0,0.0,2.0,3.0,Ñublense,17.0,4.0,2.0,43.3,5.0,4.0,0.0,0.0,4.0,4.0,629257,2022-10-08 18:00:00,2022
Unión Española,11.0,5.0,5.0,67.3,9.0,2.0,0.0,2.0,4.0,1.0,O'Higgins,19.0,4.0,2.0,32.7,6.0,1.0,1.0,6.0,5.0,1.0,629253,2022-10-08 23:00:00,2022
La Serena,13.0,1.0,4.0,59.4,11.0,1.0,0.0,0.0,1.0,3.0,Universidad de Chile,14.0,3.0,3.0,40.6,12.0,3.0,0.0,0.0,0.0,5.0,629255,2022-10-09 15:30:00,2022
Colo Colo,13.0,6.0,8.0,69.8,11.0,1.0,1.0,2.0,0.0,2.0,Curicó Unido,7.0,1.0,3.0,30.2,15.0,5.0,0.0,0.0,5.0,2.0,629252,2022-10-09 20:30:00,2022
Everton CD,17.0,8.0,3.0,65.1,14.0,2.0,0.0,0.0,3.0,2.0,Cobresal,9.0,6.0,3.0,34.9,15.0,3.0,1.0,1.0,5.0,2.0,629250,2022-10-09 23:15:00,2022
Audax Italiano,12.0,4.0,4.0,45.1,5.0,3.0,0.0,1.0,3.0,3.0,Unión La Calera,11.0,5.0,1.0,54.9,10.0,1.0,0.0,2.0,4.0,4.0,629256,2022-10-10 20:30:00,2022
