local_equipo,local_totalShots,local_shotsOnTarget,local_wonCorners,local_possessionPct,local_foulsCommitted,local_yellowCards,local_redCards,local_offsides,local_saves,local_blockedShots,visita_equipo,visita_totalShots,visita_shotsOnTarget,visita_wonCorners,visita_possessionPct,visita_foulsCommitted,visita_yellowCards,visita_redCards,visita_offsides,visita_saves,visita_blockedShots,event_id,fecha,temporada
Platense,18.0,5.0,6.0,55.2,16.0,2.0,0.0,1.0,2.0,6.0,Barracas Central,5.0,2.0,1.0,44.8,11.0,2.0,0.0,0.0,5.0,2.0,635411,2022-07-31 13:00:00,2022
Racing Club,13.0,7.0,3.0,57.6,13.0,4.0,0.0,4.0,2.0,1.0,Tigre,16.0,5.0,5.0,42.4,11.0,2.0,0.0,0.0,4.0,2.0,635412,2022-07-31 15:30:00,2022
Patronato,12.0,8.0,3.0,40.1,22.0,2.0,0.0,2.0,8.0,1.0,Boca Juniors,18.0,8.0,5.0,59.9,6.0,1.0,0.0,0.0,5.0,2.0,635410,2022-07-31 18:00:00,2022
River Plate,29.0,5.0,6.0,82.1,15.0,1.0,0.0,0.0,1.0,11.0,Sarmiento (Junín),5.0,3.0,4.0,17.9,11.0,3.0,0.0,1.0,4.0,1.0,635413,2022-07-31 20:30:00,2022
Defensa y Justicia,14.0,2.0,5.0,66.4,6.0,0.0,0.0,2.0,2.0,7.0,Arsenal Sarandi,15.0,2.0,5.0,33.6,11.0,2.0,0.0,2.0,2.0,4.0,635405,2022-08-01 19:00:00,2022
Rosario Central,13.0,3.0,6.0,70.2,12.0,3.0,0.0,1.0,2.0,4.0,Central Córdoba (Santiago del Estero),10.0,5.0,3.0,29.8,15.0,5.0,0.0,3.0,3.0,1.0,635414,2022-08-01 19:00:00,2022
Colón (Santa Fe),18.0,2.0,5.0,59.2,6.0,1.0,0.0,5.0,2.0,6.0,Independiente,14.0,5.0,5.0,40.8,11.0,0.0,0.0,1.0,1.0,3.0,635404,2022-08-01 21:30:00,2022
Gimnasia La Plata,17.0,4.0,4.0,44.7,5.0,0.0,0.0,1.0,3.0,6.0,Godoy Cruz Antonio Tomba,12.0,3.0,11.0,55.3,10.0,3.0,0.0,0.0,2.0,4.0,635425,2022-08-05 19:00:00,2022
Banfield,17.0,6.0,5.0,57.1,15.0,2.0,0.0,0.0,2.0,6.0,Patronato,9.0,2.0,1.0,42.9,13.0,2.0,1.0,1.0,6.0,3.0,635429,2022-08-05 21:30:00,2022
Sarmiento (Junín),11.0,4.0,5.0,42.1,13.0,1.0,0.0,1.0,1.0,2.0,Lanús,7.0,2.0,2.0,57.9,8.0,1.0,1.0,0.0,2.0,1.0,635421,2022-08-05 21:30:00,2022
Arsenal Sarandi,17.0,4.0,3.0,40.4,12.0,3.0,0.0,1.0,0.0,7.0,Atlético Tucumán,18.0,1.0,10.0,59.6,8.0,2.0,1.0,0.0,1.0,9.0,635417,2022-08-06 13:00:00,2022
Barracas Central,10.0,5.0,12.0,41.8,15.0,3.0,0.0,0.0,3.0,3.0,Racing Club,9.0,3.0,5.0,58.2,10.0,1.0,0.0,2.0,5.0,1.0,635428,2022-08-06 15:00:00,2022
Talleres (Córdoba),12.0,3.0,4.0,44.9,12.0,5.0,0.0,4.0,3.0,2.0,Argentinos Juniors,8.0,3.0,5.0,55.1,9.0,3.0,0.0,2.0,1.0,1.0,635420,2022-08-06 18:00:00,2022
Unión (Santa Fe),11.0,4.0,3.0,50.3,11.0,4.0,0.0,0.0,3.0,4.0,Vélez Sarsfield,14.0,4.0,2.0,49.7,13.0,6.0,0.0,5.0,2.0,1.0,635418,2022-08-06 18:00:00,2022
Boca Juniors,20.0,6.0,9.0,56.1,16.0,4.0,0.0,2.0,0.0,8.0,Platense,8.0,1.0,1.0,43.9,19.0,4.0,1.0,0.0,4.0,3.0,635427,2022-08-06 21:00:00,2022
Aldosivi,4.0,1.0,1.0,47.1,15.0,3.0,1.0,0.0,2.0,1.0,Huracán,9.0,4.0,6.0,52.9,8.0,2.0,0.0,1.0,1.0,2.0,635416,2022-08-07 13:00:00,2022
San Lorenzo,18.0,3.0,8.0,53.0,9.0,3.0,0.0,1.0,1.0,7.0,Estudiantes de La Plata,8.0,1.0,4.0,47.0,14.0,5.0,0.0,1.0,3.0,2.0,635422,2022-08-07 15:00:00,2022
Independiente,11.0,3.0,2.0,33.2,8.0,1.0,0.0,2.0,3.0,3.0,River Plate,19.0,4.0,6.0,66.8,8.0,2.0,0.0,1.0,3.0,8.0,635424,2022-08-07 17:30:00,2022
Newell's Old Boys,14.0,2.0,2.0,49.6,8.0,2.0,0.0,3.0,0.0,5.0,Colón (Santa Fe),6.0,0.0,1.0,50.4,16.0,3.0,0.0,3.0,2.0,3.0,635423,2022-08-07 20:00:00,2022
Central Córdoba (Santiago del Estero),7.0,1.0,4.0,41.4,11.0,3.0,0.0,3.0,4.0,2.0,Defensa y Justicia,12.0,4.0,9.0,58.6,8.0,0.0,0.0,1.0,0.0,1.0,635426,2022-08-08 11:00:00,2022
Tigre,10.0,5.0,4.0,53.8,7.0,1.0,0.0,2.0,2.0,1.0,Rosario Central,11.0,3.0,2.0,46.2,10.0,3.0,0.0,0.0,2.0,2.0,635419,2022-08-08 20:00:00,2022
Godoy Cruz Antonio Tomba,15.0,4.0,4.0,41.5,12.0,3.0,0.0,0.0,0.0,2.0,Aldosivi,9.0,0.0,6.0,58.5,10.0,2.0,0.0,1.0,2.0,3.0,635438,2022-08-11 19:00:00,2022
Atlético Tucumán,17.0,4.0,8.0,49.9,7.0,2.0,0.0,2.0,3.0,2.0,Central Córdoba (Santiago del Estero),9.0,3.0,4.0,50.1,8.0,2.0,0.0,1.0,3.0,3.0,635442,2022-08-11 21:30:00,2022
Colón (Santa Fe),15.0,4.0,4.0,55.7,11.0,3.0,0.0,5.0,3.0,3.0,Arsenal Sarandi,9.0,4.0,7.0,44.3,12.0,2.0,0.0,3.0,2.0,2.0,635441,2022-08-11 21:30:00,2022
Huracán,13.0,5.0,5.0,69.3,13.0,1.0,0.0,1.0,0.0,3.0,Sarmiento (Junín),4.0,1.0,1.0,30.7,13.0,5.0,0.0,0.0,1.0,2.0,635437,2022-08-12 19:00:00,2022
Platense,16.0,5.0,6.0,41.5,11.0,2.0,1.0,0.0,0.0,2.0,Banfield,7.0,1.0,4.0,58.5,13.0,4.0,0.0,5.0,2.0,3.0,635434,2022-08-12 19:00:00,2022
Patronato,11.0,5.0,3.0,58.5,13.0,1.0,0.0,2.0,2.0,2.0,San Lorenzo,14.0,3.0,4.0,41.5,10.0,3.0,0.0,0.0,2.0,4.0,635435,2022-08-12 21:30:00,2022
Defensa y Justicia,13.0,5.0,2.0,55.9,8.0,3.0,0.0,1.0,4.0,3.0,Tigre,14.0,4.0,3.0,44.1,5.0,1.0,0.0,4.0,5.0,4.0,635440,2022-08-13 15:30:00,2022
Rosario Central,10.0,4.0,2.0,41.4,13.0,2.0,1.0,1.0,1.0,1.0,Barracas Central,4.0,2.0,4.0,58.6,7.0,2.0,0.0,1.0,1.0,0.0,635431,2022-08-13 15:30:00,2022
Lanús,10.0,3.0,3.0,33.6,17.0,5.0,0.0,0.0,1.0,0.0,Independiente,7.0,2.0,5.0,66.4,15.0,2.0,0.0,0.0,2.0,2.0,635443,2022-08-13 18:00:00,2022
River Plate,15.0,7.0,7.0,60.5,9.0,1.0,0.0,0.0,1.0,4.0,Newell's Old Boys,16.0,2.0,5.0,39.5,26.0,4.0,0.0,0.0,3.0,7.0,635432,2022-08-13 20:30:00,2022
Vélez Sarsfield,16.0,6.0,7.0,67.0,12.0,5.0,0.0,3.0,5.0,4.0,Gimnasia La Plata,13.0,7.0,5.0,33.0,5.0,1.0,0.0,0.0,5.0,2.0,635436,2022-08-14 15:30:00,2022
Argentinos Juniors,14.0,5.0,3.0,56.1,18.0,4.0,0.0,6.0,3.0,0.0,Unión (Santa Fe),7.0,3.0,2.0,43.9,8.0,3.0,0.0,0.0,3.0,1.0,635430,2022-08-14 18:00:00,2022
Estudiantes de La Plata,8.0,2.0,1.0,56.2,14.0,4.0,0.0,2.0,3.0,0.0,Talleres (Córdoba),18.0,3.0,7.0,43.8,16.0,0.0,0.0,4.0,1.0,7.0,635439,2022-08-14 18:00:00,2022
Racing Club,18.0,6.0,9.0,66.3,16.0,5.0,0.0,3.0,6.0,1.0,Boca Juniors,14.0,7.0,6.0,33.7,12.0,2.0,0.0,1.0,5.0,3.0,635433,2022-08-14 20:30:00,2022
Central Córdoba (Santiago del Estero),10.0,5.0,3.0,53.8,12.0,1.0,0.0,1.0,2.0,1.0,Colón (Santa Fe),16.0,2.0,8.0,46.2,10.0,0.0,0.0,1.0,2.0,4.0,635450,2022-08-16 16:30:00,2022
Sarmiento (Junín),15.0,4.0,8.0,41.4,10.0,3.0,0.0,3.0,5.0,6.0,Godoy Cruz Antonio Tomba,17.0,7.0,7.0,58.6,8.0,2.0,0.0,0.0,2.0,2.0,635454,2022-08-16 16:30:00,2022
San Lorenzo,9.0,3.0,7.0,47.8,19.0,1.0,0.0,1.0,1.0,2.0,Platense,5.0,1.0,4.0,52.2,13.0,2.0,0.0,2.0,1.0,0.0,635453,2022-08-16 19:00:00,2022
Independiente,7.0,3.0,3.0,46.6,13.0,2.0,1.0,0.0,5.0,3.0,Huracán,17.0,6.0,7.0,53.4,9.0,3.0,0.0,2.0,2.0,3.0,635451,2022-08-16 21:30:00,2022
Newell's Old Boys,9.0,2.0,5.0,37.9,12.0,2.0,1.0,0.0,4.0,1.0,Lanús,8.0,4.0,4.0,62.1,10.0,3.0,0.0,3.0,1.0,0.0,635452,2022-08-17 16:30:00,2022
Tigre,8.0,3.0,5.0,59.8,11.0,3.0,0.0,0.0,5.0,1.0,Atlético Tucumán,10.0,5.0,5.0,40.2,6.0,3.0,0.0,2.0,3.0,0.0,635456,2022-08-17 16:30:00,2022
Arsenal Sarandi,12.0,2.0,5.0,36.2,14.0,0.0,0.0,1.0,1.0,5.0,River Plate,12.0,1.0,5.0,63.8,9.0,2.0,0.0,2.0,2.0,5.0,635446,2022-08-17 19:00:00,2022
Boca Juniors,11.0,3.0,4.0,66.8,7.0,3.0,0.0,0.0,3.0,2.0,Rosario Central,8.0,3.0,8.0,33.2,13.0,1.0,0.0,0.0,3.0,1.0,635449,2022-08-17 21:30:00,2022
Barracas Central,13.0,10.0,8.0,43.1,11.0,0.0,0.0,3.0,3.0,2.0,Defensa y Justicia,14.0,4.0,9.0,56.9,12.0,1.0,1.0,1.0,7.0,4.0,635448,2022-08-18 14:30:00,2022
Aldosivi,13.0,7.0,5.0,50.1,17.0,2.0,0.0,0.0,6.0,3.0,Vélez Sarsfield,15.0,8.0,4.0,49.9,5.0,2.0,1.0,0.0,4.0,1.0,635444,2022-08-18 16:30:00,2022
Talleres (Córdoba),15.0,6.0,7.0,55.7,6.0,2.0,0.0,1.0,3.0,3.0,Patronato,12.0,6.0,7.0,44.3,16.0,3.0,0.0,1.0,3.0,5.0,635455,2022-08-18 19:00:00,2022
Unión (Santa Fe),9.0,2.0,12.0,60.6,18.0,5.0,0.0,1.0,6.0,2.0,Gimnasia La Plata,14.0,8.0,1.0,39.4,17.0,3.0,0.0,1.0,2.0,2.0,635457,2022-08-18 19:00:00,2022
Argentinos Juniors,17.0,3.0,7.0,53.4,12.0,1.0,0.0,1.0,2.0,4.0,Estudiantes de La Plata,10.0,2.0,1.0,46.6,8.0,1.0,0.0,0.0,2.0,2.0,635445,2022-08-18 21:30:00,2022
Banfield,19.0,8.0,2.0,49.8,13.0,5.0,0.0,0.0,3.0,4.0,Racing Club,11.0,6.0,4.0,50.2,14.0,1.0,0.0,1.0,8.0,2.0,635447,2022-08-18 21:30:00,2022
Colón (Santa Fe),12.0,5.0,4.0,34.8,15.0,1.0,0.0,1.0,8.0,1.0,Tigre,18.0,9.0,8.0,65.2,6.0,0.0,0.0,1.0,3.0,3.0,635459,2022-08-20 18:00:00,2022
Huracán,13.0,4.0,5.0,51.1,10.0,2.0,1.0,0.0,4.0,2.0,Newell's Old Boys,18.0,4.0,2.0,48.9,14.0,2.0,0.0,1.0,2.0,6.0,635467,2022-08-20 20:30:00,2022
Lanús,13.0,4.0,4.0,54.6,17.0,3.0,0.0,2.0,2.0,4.0,Arsenal Sarandi,4.0,2.0,2.0,45.4,12.0,2.0,0.0,1.0,3.0,1.0,635466,2022-08-21 13:00:00,2022
Godoy Cruz Antonio Tomba,11.0,5.0,5.0,39.7,9.0,2.0,1.0,1.0,1.0,1.0,Independiente,12.0,2.0,5.0,60.3,9.0,1.0,0.0,1.0,4.0,3.0,635468,2022-08-21 15:30:00,2022
River Plate,15.0,4.0,9.0,59.6,11.0,2.0,0.0,1.0,4.0,3.0,Central Córdoba (Santiago del Estero),9.0,4.0,3.0,40.4,6.0,0.0,0.0,1.0,1.0,3.0,635462,2022-08-21 18:00:00,2022
Defensa y Justicia,15.0,2.0,5.0,52.4,6.0,1.0,0.0,0.0,1.0,3.0,Boca Juniors,6.0,2.0,4.0,47.6,11.0,2.0,0.0,1.0,3.0,2.0,635471,2022-08-21 20:30:00,2022
Estudiantes de La Plata,11.0,6.0,2.0,60.0,9.0,2.0,0.0,5.0,1.0,0.0,Unión (Santa Fe),12.0,1.0,1.0,40.0,16.0,4.0,0.0,1.0,5.0,5.0,635470,2022-08-22 16:30:00,2022
Rosario Central,13.0,3.0,7.0,56.1,15.0,4.0,0.0,3.0,0.0,4.0,Banfield,4.0,1.0,3.0,43.9,11.0,0.0,1.0,0.0,3.0,0.0,635461,2022-08-22 16:30:00,2022
Racing Club,6.0,1.0,1.0,64.1,8.0,3.0,2.0,3.0,3.0,2.0,San Lorenzo,10.0,6.0,3.0,35.9,12.0,2.0,0.0,2.0,1.0,2.0,635463,2022-08-22 19:00:00,2022
Platense,15.0,4.0,4.0,35.6,10.0,1.0,0.0,2.0,2.0,5.0,Talleres (Córdoba),15.0,2.0,4.0,64.4,11.0,0.0,0.0,0.0,4.0,6.0,635464,2022-08-22 21:30:00,2022
Vélez Sarsfield,22.0,6.0,15.0,75.7,13.0,3.0,0.0,0.0,2.0,7.0,Sarmiento (Junín),9.0,3.0,2.0,24.3,15.0,3.0,0.0,0.0,5.0,1.0,635460,2022-08-22 21:30:00,2022
Patronato,14.0,5.0,6.0,49.5,14.0,3.0,0.0,1.0,1.0,2.0,Argentinos Juniors,6.0,1.0,1.0,50.5,11.0,4.0,0.0,1.0,5.0,2.0,635465,2022-08-23 19:00:00,2022
Atlético Tucumán,15.0,7.0,5.0,48.7,15.0,1.0,0.0,3.0,2.0,4.0,Barracas Central,15.0,2.0,8.0,51.3,14.0,2.0,0.0,0.0,3.0,5.0,635458,2022-08-23 21:30:00,2022
Gimnasia La Plata,10.0,2.0,5.0,49.8,9.0,1.0,0.0,0.0,2.0,4.0,Aldosivi,8.0,3.0,8.0,50.2,15.0,3.0,0.0,3.0,2.0,2.0,635469,2022-08-23 21:30:00,2022
Central Córdoba (Santiago del Estero),12.0,2.0,3.0,56.8,13.0,4.0,0.0,3.0,3.0,5.0,Lanús,17.0,5.0,7.0,43.2,12.0,1.0,0.0,1.0,0.0,4.0,635480,2022-08-26 18:00:00,2022
Arsenal Sarandi,8.0,4.0,3.0,33.3,12.0,1.0,0.0,0.0,3.0,4.0,Huracán,21.0,4.0,6.0,66.7,8.0,4.0,0.0,1.0,3.0,8.0,635484,2022-08-26 21:00:00,2022
San Lorenzo,7.0,2.0,6.0,54.0,21.0,4.0,0.0,0.0,2.0,3.0,Rosario Central,6.0,3.0,3.0,46.0,16.0,4.0,0.0,2.0,1.0,1.0,635476,2022-08-27 13:00:00,2022
Banfield,21.0,8.0,5.0,54.4,14.0,1.0,0.0,0.0,1.0,5.0,Defensa y Justicia,8.0,3.0,1.0,45.6,10.0,1.0,1.0,0.0,7.0,4.0,635483,2022-08-27 15:30:00,2022
Newell's Old Boys,7.0,2.0,1.0,37.3,13.0,2.0,1.0,0.0,3.0,2.0,Godoy Cruz Antonio Tomba,19.0,5.0,3.0,62.7,12.0,2.0,0.0,2.0,1.0,7.0,635477,2022-08-27 15:30:00,2022
Argentinos Juniors,12.0,3.0,4.0,69.4,16.0,2.0,0.0,1.0,1.0,2.0,Platense,8.0,3.0,2.0,30.6,13.0,1.0,0.0,1.0,3.0,0.0,635472,2022-08-27 18:00:00,2022
Talleres (Córdoba),8.0,2.0,7.0,42.0,15.0,4.0,0.0,0.0,5.0,0.0,Racing Club,17.0,6.0,7.0,58.0,7.0,1.0,0.0,3.0,1.0,5.0,635474,2022-08-27 18:00:00,2022
Tigre,12.0,2.0,4.0,47.4,15.0,2.0,1.0,2.0,1.0,4.0,River Plate,8.0,2.0,2.0,52.6,9.0,0.0,0.0,4.0,1.0,3.0,635473,2022-08-27 20:30:00,2022
Barracas Central,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colón (Santa Fe),7.0,1.0,1.0,50.3,16.0,5.0,0.0,4.0,3.0,3.0,635482,2022-08-28 13:00:00,2022
Sarmiento (Junín),11.0,2.0,4.0,54.2,15.0,3.0,0.0,1.0,3.0,3.0,Gimnasia La Plata,10.0,3.0,1.0,45.8,9.0,2.0,1.0,0.0,2.0,2.0,635475,2022-08-28 13:00:00,2022
Independiente,9.0,3.0,5.0,34.7,8.0,1.0,0.0,2.0,1.0,2.0,Vélez Sarsfield,10.0,2.0,4.0,65.3,10.0,2.0,0.0,1.0,2.0,2.0,635485,2022-08-28 15:30:00,2022
Boca Juniors,13.0,4.0,6.0,71.0,5.0,5.0,0.0,1.0,4.0,3.0,Atlético Tucumán,13.0,5.0,3.0,29.0,8.0,3.0,0.0,1.0,2.0,4.0,635481,2022-08-28 18:00:00,2022
Estudiantes de La Plata,11.0,3.0,2.0,45.1,8.0,1.0,0.0,0.0,1.0,4.0,Patronato,17.0,1.0,6.0,54.9,10.0,1.0,0.0,5.0,2.0,7.0,635479,2022-08-28 20:30:00,2022
Unión (Santa Fe),11.0,2.0,9.0,47.7,14.0,2.0,0.0,1.0,1.0,4.0,Aldosivi,6.0,1.0,3.0,52.3,16.0,4.0,0.0,6.0,2.0,1.0,635478,2022-08-28 20:30:00,2022
Huracán,14.0,5.0,8.0,58.3,15.0,3.0,0.0,0.0,1.0,2.0,Central Córdoba (Santiago del Estero),3.0,1.0,0.0,41.7,14.0,5.0,2.0,4.0,3.0,0.0,635499,2022-09-01 20:00:00,2022
Lanús,9.0,3.0,4.0,47.9,12.0,3.0,0.0,3.0,6.0,4.0,Tigre,20.0,8.0,6.0,52.1,17.0,2.0,0.0,1.0,2.0,2.0,635491,2022-09-03 12:00:00,2022
Rosario Central,8.0,6.0,2.0,42.1,18.0,3.0,0.0,0.0,1.0,1.0,Talleres (Córdoba),11.0,1.0,6.0,57.9,10.0,4.0,0.0,4.0,5.0,5.0,635486,2022-09-03 13:00:00,2022
Aldosivi,15.0,3.0,6.0,64.3,10.0,2.0,0.0,1.0,1.0,7.0,Sarmiento (Junín),9.0,3.0,6.0,35.7,13.0,3.0,0.0,3.0,2.0,0.0,635498,2022-09-03 15:30:00,2022
Vélez Sarsfield,20.0,9.0,5.0,65.5,13.0,4.0,0.0,1.0,3.0,3.0,Newell's Old Boys,12.0,4.0,3.0,34.5,11.0,0.0,0.0,1.0,9.0,4.0,635492,2022-09-03 15:30:00,2022
Racing Club,19.0,7.0,4.0,53.5,20.0,4.0,0.0,6.0,1.0,2.0,Argentinos Juniors,10.0,1.0,3.0,46.5,9.0,1.0,0.0,2.0,7.0,2.0,635488,2022-09-03 18:00:00,2022
Gimnasia La Plata,18.0,6.0,5.0,39.4,15.0,3.0,0.0,0.0,3.0,4.0,Independiente,8.0,3.0,7.0,60.6,11.0,3.0,0.0,1.0,3.0,3.0,635494,2022-09-03 20:30:00,2022
Patronato,8.0,3.0,3.0,54.3,16.0,1.0,0.0,1.0,8.0,3.0,Unión (Santa Fe),21.0,8.0,5.0,45.7,6.0,2.0,0.0,1.0,3.0,6.0,635490,2022-09-04 15:30:00,2022
Platense,19.0,6.0,4.0,54.2,10.0,2.0,0.0,2.0,3.0,5.0,Estudiantes de La Plata,11.0,3.0,4.0,45.8,18.0,4.0,0.0,0.0,6.0,3.0,635489,2022-09-04 15:30:00,2022
Colón (Santa Fe),17.0,7.0,5.0,44.9,7.0,1.0,0.0,2.0,5.0,5.0,Boca Juniors,9.0,7.0,2.0,55.1,15.0,4.0,0.0,2.0,6.0,0.0,635496,2022-09-04 18:00:00,2022
River Plate,15.0,4.0,11.0,66.3,17.0,5.0,1.0,0.0,0.0,5.0,Barracas Central,9.0,0.0,3.0,33.7,9.0,3.0,0.0,1.0,2.0,1.0,635487,2022-09-04 20:30:00,2022
Defensa y Justicia,10.0,2.0,4.0,55.2,18.0,4.0,0.0,2.0,3.0,3.0,San Lorenzo,11.0,3.0,7.0,44.8,5.0,0.0,0.0,2.0,2.0,5.0,635495,2022-09-05 19:00:00,2022
Godoy Cruz Antonio Tomba,7.0,1.0,0.0,41.4,13.0,2.0,0.0,1.0,2.0,3.0,Arsenal Sarandi,20.0,3.0,10.0,58.6,9.0,1.0,0.0,0.0,0.0,5.0,635493,2022-09-05 19:00:00,2022
Atlético Tucumán,23.0,5.0,8.0,62.7,8.0,1.0,0.0,1.0,2.0,10.0,Banfield,6.0,1.0,0.0,37.3,14.0,4.0,0.0,1.0,5.0,0.0,635497,2022-09-05 21:30:00,2022
Independiente,19.0,7.0,3.0,41.4,17.0,1.0,0.0,2.0,1.0,2.0,Aldosivi,5.0,1.0,2.0,58.6,10.0,3.0,0.0,3.0,4.0,1.0,635505,2022-09-08 18:00:00,2022
Argentinos Juniors,16.0,6.0,6.0,49.7,10.0,4.0,0.0,2.0,2.0,6.0,Rosario Central,12.0,4.0,4.0,50.3,15.0,1.0,0.0,0.0,4.0,4.0,635512,2022-09-08 20:30:00,2022
Unión (Santa Fe),17.0,6.0,10.0,69.1,7.0,1.0,1.0,0.0,2.0,6.0,Sarmiento (Junín),8.0,2.0,3.0,30.9,10.0,3.0,0.0,3.0,4.0,2.0,635513,2022-09-08 20:30:00,2022
Barracas Central,6.0,4.0,1.0,42.5,11.0,3.0,0.0,0.0,5.0,1.0,Lanús,15.0,4.0,7.0,57.5,7.0,4.0,0.0,4.0,2.0,4.0,635509,2022-09-09 15:30:00,2022
Patronato,11.0,2.0,8.0,44.5,22.0,5.0,1.0,1.0,4.0,5.0,Platense,9.0,4.0,4.0,55.5,12.0,5.0,1.0,4.0,1.0,2.0,635503,2022-09-09 18:00:00,2022
Estudiantes de La Plata,16.0,3.0,6.0,39.4,14.0,3.0,0.0,2.0,0.0,6.0,Racing Club,7.0,0.0,2.0,60.6,12.0,4.0,2.0,1.0,2.0,3.0,635506,2022-09-09 20:30:00,2022
Tigre,14.0,3.0,7.0,43.6,10.0,1.0,1.0,0.0,2.0,2.0,Huracán,9.0,3.0,7.0,56.4,11.0,3.0,0.0,3.0,2.0,3.0,635500,2022-09-09 20:30:00,2022
Central Córdoba (Santiago del Estero),20.0,9.0,8.0,42.1,14.0,2.0,0.0,0.0,2.0,3.0,Godoy Cruz Antonio Tomba,14.0,2.0,6.0,57.9,9.0,2.0,0.0,0.0,5.0,6.0,635507,2022-09-10 15:30:00,2022
San Lorenzo,17.0,5.0,4.0,50.3,15.0,2.0,0.0,1.0,1.0,5.0,Atlético Tucumán,5.0,2.0,2.0,49.7,12.0,3.0,0.0,2.0,4.0,2.0,635502,2022-09-10 18:00:00,2022
Banfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Colón (Santa Fe),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635510,2022-09-10 20:30:00,2022
Arsenal Sarandi,18.0,8.0,4.0,39.1,8.0,3.0,0.0,1.0,3.0,3.0,Vélez Sarsfield,9.0,4.0,3.0,60.9,13.0,3.0,0.0,1.0,6.0,5.0,635511,2022-09-11 13:00:00,2022
Newell's Old Boys,15.0,5.0,3.0,46.7,19.0,4.0,0.0,1.0,5.0,2.0,Gimnasia La Plata,20.0,5.0,4.0,53.3,8.0,2.0,0.0,2.0,4.0,5.0,635504,2022-09-11 13:00:00,2022
Boca Juniors,10.0,2.0,4.0,38.7,21.0,6.0,1.0,3.0,2.0,1.0,River Plate,10.0,2.0,3.0,61.3,11.0,5.0,0.0,5.0,1.0,3.0,635508,2022-09-11 17:00:00,2022
Talleres (Córdoba),15.0,7.0,4.0,48.4,13.0,1.0,0.0,2.0,2.0,2.0,Defensa y Justicia,9.0,2.0,5.0,51.6,8.0,4.0,0.0,3.0,6.0,5.0,635501,2022-09-11 20:00:00,2022
Sarmiento (Junín),9.0,2.0,3.0,42.3,5.0,2.0,0.0,1.0,2.0,3.0,Independiente,15.0,4.0,10.0,57.7,10.0,3.0,0.0,1.0,1.0,3.0,635517,2022-09-12 17:00:00,2022
Godoy Cruz Antonio Tomba,20.0,4.0,8.0,52.5,10.0,3.0,0.0,3.0,2.0,5.0,Tigre,8.0,3.0,3.0,47.5,10.0,3.0,0.0,0.0,3.0,0.0,635524,2022-09-13 19:00:00,2022
Huracán,17.0,7.0,6.0,62.1,16.0,3.0,0.0,0.0,1.0,4.0,Barracas Central,8.0,2.0,5.0,37.9,15.0,3.0,0.0,0.0,6.0,3.0,635523,2022-09-13 19:00:00,2022
Platense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unión (Santa Fe),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635521,2022-09-13 21:30:00,2022
Racing Club,12.0,5.0,10.0,58.3,9.0,2.0,0.0,0.0,7.0,1.0,Patronato,19.0,7.0,6.0,41.7,22.0,2.0,0.0,3.0,4.0,5.0,635520,2022-09-13 21:30:00,2022
Aldosivi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newell's Old Boys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635514,2022-09-14 14:00:00,2022
Colón (Santa Fe),9.0,3.0,2.0,51.5,15.0,1.0,0.0,2.0,3.0,1.0,San Lorenzo,11.0,3.0,3.0,48.5,18.0,1.0,0.0,1.0,3.0,2.0,635527,2022-09-14 16:30:00,2022
River Plate,23.0,8.0,15.0,71.3,4.0,1.0,0.0,1.0,2.0,8.0,Banfield,10.0,4.0,2.0,28.7,14.0,3.0,0.0,0.0,7.0,0.0,635519,2022-09-14 19:00:00,2022
Lanús,14.0,4.0,5.0,37.6,14.0,1.0,0.0,2.0,1.0,5.0,Boca Juniors,5.0,2.0,3.0,62.4,15.0,5.0,0.0,1.0,4.0,0.0,635522,2022-09-14 21:30:00,2022
Defensa y Justicia,12.0,5.0,3.0,46.2,7.0,1.0,0.0,1.0,1.0,2.0,Argentinos Juniors,10.0,2.0,5.0,53.8,15.0,3.0,0.0,1.0,3.0,1.0,635526,2022-09-15 19:00:00,2022
Rosario Central,18.0,3.0,10.0,61.9,9.0,2.0,0.0,3.0,3.0,9.0,Estudiantes de La Plata,13.0,4.0,6.0,38.1,10.0,3.0,0.0,3.0,2.0,3.0,635518,2022-09-15 19:00:00,2022
Atlético Tucumán,16.0,6.0,8.0,54.3,13.0,3.0,0.0,3.0,2.0,3.0,Talleres (Córdoba),14.0,3.0,3.0,45.7,16.0,3.0,0.0,1.0,5.0,6.0,635515,2022-09-15 21:30:00,2022
Gimnasia La Plata,15.0,8.0,4.0,50.8,8.0,1.0,0.0,2.0,3.0,4.0,Arsenal Sarandi,11.0,3.0,5.0,49.2,14.0,4.0,0.0,3.0,7.0,3.0,635525,2022-09-15 21:30:00,2022
