local_equipo,local_totalShots,local_shotsOnTarget,local_wonCorners,local_possessionPct,local_foulsCommitted,local_yellowCards,local_redCards,local_offsides,local_saves,local_blockedShots,visita_equipo,visita_totalShots,visita_shotsOnTarget,visita_wonCorners,visita_possessionPct,visita_foulsCommitted,visita_yellowCards,visita_redCards,visita_offsides,visita_saves,visita_blockedShots,event_id,fecha,temporada
Independiente Rivadavia,9.0,2.0,3.0,61.3,11.0,0.0,0.0,2.0,2.0,2.0,Belgrano (Córdoba),13.0,2.0,4.0,38.7,10.0,3.0,0.0,2.0,2.0,8.0,729023,2025-07-25 21:15:00,2025
Unión (Santa Fe),10.0,4.0,10.0,48.5,9.0,3.0,1.0,2.0,2.0,1.0,Tigre,9.0,2.0,0.0,51.5,16.0,4.0,0.0,1.0,4.0,5.0,729030,2025-07-25 21:15:00,2025
Aldosivi,17.0,6.0,6.0,56.5,17.0,2.0,0.0,1.0,2.0,4.0,Newell's Old Boys,11.0,2.0,6.0,43.5,12.0,2.0,0.0,3.0,6.0,3.0,729017,2025-07-26 14:30:00,2025
Rosario Central,13.0,5.0,9.0,72.7,8.0,1.0,0.0,1.0,2.0,2.0,San Martín (San Juan),7.0,2.0,5.0,27.3,13.0,3.0,0.0,0.0,5.0,1.0,729027,2025-07-26 17:00:00,2025
Platense,10.0,3.0,5.0,38.8,18.0,3.0,0.0,1.0,3.0,4.0,Argentinos Juniors,7.0,3.0,4.0,61.2,14.0,2.0,0.0,3.0,3.0,2.0,729024,2025-07-26 19:00:00,2025
Vélez Sarsfield,15.0,5.0,12.0,60.8,11.0,2.0,0.0,2.0,4.0,3.0,Instituto (Córdoba),12.0,4.0,4.0,39.2,17.0,4.0,0.0,1.0,5.0,3.0,729031,2025-07-26 19:00:00,2025
Racing Club,18.0,5.0,9.0,59.7,9.0,2.0,0.0,3.0,1.0,5.0,Estudiantes de La Plata,5.0,2.0,2.0,40.3,13.0,4.0,1.0,1.0,5.0,2.0,729025,2025-07-26 21:15:00,2025
Gimnasia La Plata,8.0,3.0,4.0,24.0,19.0,6.0,0.0,4.0,3.0,1.0,Independiente,14.0,3.0,7.0,76.0,16.0,2.0,0.0,3.0,2.0,4.0,729021,2025-07-27 16:00:00,2025
Talleres (Córdoba),5.0,0.0,3.0,46.2,9.0,2.0,1.0,0.0,4.0,1.0,Godoy Cruz Antonio Tomba,14.0,4.0,9.0,53.8,10.0,4.0,0.0,1.0,0.0,4.0,729029,2025-07-27 16:00:00,2025
Huracán,12.0,8.0,4.0,38.0,16.0,1.0,0.0,1.0,1.0,2.0,Boca Juniors,5.0,1.0,2.0,62.0,17.0,5.0,0.0,1.0,7.0,0.0,729022,2025-07-27 18:30:00,2025
River Plate,11.0,2.0,7.0,70.1,12.0,6.0,0.0,2.0,0.0,4.0,San Lorenzo,5.0,0.0,6.0,29.9,14.0,2.0,0.0,1.0,2.0,2.0,729026,2025-07-27 20:30:00,2025
Deportivo Riestra,11.0,3.0,3.0,40.5,11.0,2.0,0.0,0.0,3.0,3.0,Atlético Tucumán,11.0,3.0,3.0,59.5,10.0,4.0,0.0,0.0,2.0,5.0,729020,2025-07-28 16:00:00,2025
Central Córdoba (Santiago del Estero),21.0,9.0,5.0,38.2,5.0,1.0,0.0,5.0,3.0,3.0,Defensa y Justicia,12.0,4.0,3.0,61.8,12.0,3.0,1.0,4.0,6.0,3.0,729019,2025-07-28 18:00:00,2025
Banfield,22.0,8.0,7.0,61.4,7.0,2.0,0.0,3.0,3.0,5.0,Barracas Central,11.0,6.0,1.0,38.6,9.0,2.0,0.0,0.0,7.0,2.0,729018,2025-07-28 20:00:00,2025
Godoy Cruz Antonio Tomba,20.0,4.0,8.0,63.9,9.0,2.0,0.0,0.0,1.0,6.0,Gimnasia La Plata,5.0,3.0,4.0,36.1,14.0,5.0,0.0,4.0,3.0,0.0,729039,2025-08-07 17:00:00,2025
San Lorenzo,22.0,6.0,7.0,41.3,8.0,3.0,0.0,0.0,0.0,6.0,Vélez Sarsfield,6.0,0.0,5.0,58.7,18.0,4.0,0.0,1.0,6.0,4.0,729033,2025-08-07 19:00:00,2025
Estudiantes de La Plata,11.0,4.0,4.0,55.0,12.0,4.0,1.0,1.0,3.0,2.0,Independiente Rivadavia,7.0,4.0,3.0,45.0,15.0,2.0,0.0,4.0,2.0,1.0,729038,2025-08-07 21:00:00,2025
Tigre,10.0,2.0,4.0,57.2,11.0,3.0,0.0,0.0,1.0,5.0,Huracán,6.0,2.0,6.0,42.8,12.0,2.0,0.0,1.0,1.0,2.0,729044,2025-08-08 19:00:00,2025
Newell's Old Boys,9.0,3.0,2.0,32.1,7.0,2.0,1.0,2.0,4.0,1.0,Central Córdoba (Santiago del Estero),13.0,5.0,10.0,67.9,8.0,0.0,0.0,0.0,2.0,5.0,729043,2025-08-08 21:00:00,2025
Lanús,15.0,6.0,1.0,44.7,7.0,2.0,0.0,1.0,1.0,5.0,Talleres (Córdoba),9.0,1.0,7.0,55.3,6.0,2.0,0.0,1.0,5.0,5.0,729042,2025-08-08 21:15:00,2025
San Martín (San Juan),15.0,4.0,8.0,48.6,10.0,2.0,0.0,2.0,0.0,4.0,Sarmiento (Junín),7.0,1.0,3.0,51.4,15.0,6.0,0.0,4.0,4.0,2.0,729045,2025-08-09 14:30:00,2025
Boca Juniors,17.0,5.0,11.0,51.3,6.0,2.0,0.0,1.0,4.0,2.0,Racing Club,15.0,5.0,4.0,48.7,19.0,6.0,0.0,2.0,4.0,2.0,729036,2025-08-09 16:30:00,2025
Independiente,6.0,3.0,2.0,43.7,15.0,5.0,0.0,6.0,1.0,2.0,River Plate,5.0,1.0,1.0,56.3,14.0,2.0,0.0,2.0,3.0,2.0,729040,2025-08-09 18:30:00,2025
Atlético Tucumán,14.0,3.0,3.0,45.4,17.0,4.0,0.0,1.0,0.0,6.0,Rosario Central,8.0,0.0,3.0,54.6,13.0,5.0,0.0,1.0,2.0,3.0,729046,2025-08-09 20:45:00,2025
Belgrano (Córdoba),12.0,5.0,3.0,54.8,12.0,3.0,0.0,0.0,2.0,3.0,Banfield,12.0,3.0,4.0,45.2,12.0,2.0,0.0,0.0,3.0,4.0,729035,2025-08-09 20:45:00,2025
Barracas Central,11.0,7.0,5.0,37.2,9.0,1.0,0.0,1.0,1.0,0.0,Aldosivi,11.0,2.0,5.0,62.8,14.0,3.0,0.0,0.0,4.0,2.0,729034,2025-08-10 15:00:00,2025
Instituto (Córdoba),13.0,3.0,3.0,47.9,11.0,2.0,0.0,1.0,3.0,3.0,Platense,12.0,4.0,4.0,52.1,18.0,4.0,0.0,3.0,2.0,4.0,729041,2025-08-10 17:00:00,2025
Argentinos Juniors,9.0,3.0,2.0,60.3,9.0,3.0,0.0,3.0,1.0,0.0,Unión (Santa Fe),15.0,1.0,6.0,39.7,16.0,2.0,0.0,1.0,2.0,6.0,729032,2025-08-10 20:00:00,2025
Defensa y Justicia,12.0,7.0,6.0,78.7,7.0,0.0,1.0,2.0,5.0,2.0,Deportivo Riestra,10.0,5.0,3.0,21.3,7.0,2.0,0.0,1.0,6.0,0.0,729037,2025-08-11 19:00:00,2025
Aldosivi,12.0,1.0,1.0,50.2,16.0,4.0,0.0,0.0,0.0,4.0,Belgrano (Córdoba),7.0,0.0,3.0,49.8,13.0,2.0,0.0,0.0,1.0,2.0,729047,2025-08-15 15:30:00,2025
Instituto (Córdoba),21.0,0.0,7.0,59.6,10.0,3.0,1.0,0.0,1.0,13.0,Unión (Santa Fe),13.0,5.0,6.0,40.4,9.0,2.0,0.0,0.0,0.0,4.0,729054,2025-08-15 19:00:00,2025
Racing Club,9.0,1.0,3.0,44.7,13.0,2.0,1.0,3.0,2.0,1.0,Tigre,14.0,4.0,6.0,55.3,7.0,2.0,0.0,3.0,0.0,3.0,729056,2025-08-15 21:00:00,2025
Platense,7.0,2.0,4.0,36.8,11.0,2.0,1.0,3.0,1.0,2.0,San Lorenzo,8.0,2.0,2.0,63.2,17.0,1.0,1.0,1.0,0.0,2.0,729055,2025-08-16 14:15:00,2025
Huracán,3.0,2.0,2.0,51.9,11.0,5.0,0.0,2.0,0.0,0.0,Argentinos Juniors,8.0,1.0,6.0,48.1,13.0,3.0,3.0,1.0,1.0,3.0,729052,2025-08-16 16:15:00,2025
Rosario Central,13.0,5.0,5.0,61.9,12.0,3.0,0.0,0.0,0.0,2.0,Deportivo Riestra,8.0,1.0,5.0,38.1,19.0,4.0,0.0,1.0,4.0,5.0,729058,2025-08-16 18:30:00,2025
Vélez Sarsfield,12.0,3.0,10.0,56.7,17.0,4.0,0.0,1.0,2.0,4.0,Independiente,9.0,3.0,0.0,43.3,12.0,6.0,1.0,1.0,1.0,1.0,729061,2025-08-16 20:30:00,2025
Defensa y Justicia,16.0,4.0,5.0,78.5,7.0,1.0,0.0,1.0,1.0,1.0,Newell's Old Boys,5.0,2.0,4.0,21.5,7.0,1.0,0.0,1.0,3.0,1.0,729050,2025-08-17 14:00:00,2025
Gimnasia La Plata,8.0,4.0,4.0,41.0,18.0,4.0,0.0,1.0,3.0,1.0,Lanús,10.0,5.0,3.0,59.0,8.0,2.0,0.0,0.0,3.0,2.0,729051,2025-08-17 14:00:00,2025
Banfield,14.0,6.0,8.0,39.6,13.0,4.0,0.0,0.0,3.0,3.0,Estudiantes de La Plata,16.0,5.0,6.0,60.4,13.0,2.0,0.0,1.0,3.0,5.0,729048,2025-08-17 16:15:00,2025
Central Córdoba (Santiago del Estero),18.0,7.0,10.0,62.3,6.0,2.0,0.0,4.0,1.0,6.0,Barracas Central,10.0,2.0,1.0,37.7,11.0,2.0,0.0,0.0,5.0,0.0,729049,2025-08-17 16:15:00,2025
River Plate,23.0,10.0,6.0,63.5,17.0,3.0,0.0,0.0,3.0,7.0,Godoy Cruz Antonio Tomba,12.0,5.0,2.0,36.5,11.0,3.0,0.0,2.0,6.0,4.0,729057,2025-08-17 18:30:00,2025
Independiente Rivadavia,11.0,1.0,6.0,52.5,11.0,2.0,0.0,1.0,1.0,3.0,Boca Juniors,11.0,4.0,5.0,47.5,12.0,3.0,0.0,0.0,0.0,1.0,729053,2025-08-17 20:30:00,2025
Sarmiento (Junín),13.0,5.0,3.0,43.1,21.0,3.0,0.0,2.0,6.0,5.0,Atlético Tucumán,19.0,8.0,9.0,56.9,11.0,4.0,0.0,1.0,3.0,6.0,729059,2025-08-18 19:00:00,2025
Talleres (Córdoba),16.0,8.0,11.0,63.8,15.0,2.0,0.0,2.0,3.0,0.0,San Martín (San Juan),9.0,3.0,5.0,36.2,16.0,1.0,0.0,3.0,7.0,2.0,729060,2025-08-18 21:00:00,2025
Barracas Central,10.0,4.0,3.0,37.0,13.0,1.0,0.0,1.0,6.0,3.0,Defensa y Justicia,15.0,7.0,3.0,63.0,6.0,0.0,0.0,4.0,3.0,2.0,729064,2025-08-22 15:30:00,2025
Tigre,7.0,2.0,6.0,61.5,14.0,2.0,0.0,0.0,0.0,1.0,Independiente Rivadavia,6.0,1.0,7.0,38.5,13.0,4.0,0.0,4.0,1.0,3.0,729075,2025-08-22 20:00:00,2025
San Lorenzo,15.0,2.0,8.0,44.8,19.0,3.0,0.0,0.0,0.0,4.0,Instituto (Córdoba),7.0,0.0,4.0,55.2,14.0,3.0,0.0,1.0,1.0,4.0,729073,2025-08-23 14:30:00,2025
Rosario Central,18.0,4.0,8.0,63.2,17.0,4.0,0.0,1.0,0.0,6.0,Newell's Old Boys,3.0,0.0,3.0,36.8,19.0,4.0,1.0,2.0,3.0,1.0,729072,2025-08-23 17:30:00,2025
Atlético Tucumán,13.0,7.0,2.0,43.3,14.0,2.0,1.0,3.0,6.0,3.0,Talleres (Córdoba),17.0,6.0,7.0,56.7,10.0,4.0,1.0,1.0,4.0,5.0,729063,2025-08-23 20:00:00,2025
San Martín (San Juan),14.0,4.0,7.0,46.4,9.0,2.0,0.0,1.0,2.0,4.0,Gimnasia La Plata,13.0,2.0,4.0,53.6,6.0,3.0,0.0,4.0,3.0,3.0,729074,2025-08-23 20:00:00,2025
Unión (Santa Fe),8.0,3.0,5.0,61.7,19.0,1.0,0.0,3.0,1.0,1.0,Huracán,8.0,2.0,1.0,38.3,9.0,0.0,1.0,1.0,2.0,0.0,729076,2025-08-24 14:00:00,2025
Argentinos Juniors,14.0,6.0,2.0,43.8,9.0,0.0,0.0,2.0,1.0,2.0,Racing Club,12.0,2.0,3.0,56.2,20.0,3.0,0.0,1.0,2.0,4.0,729062,2025-08-24 16:15:00,2025
Boca Juniors,20.0,8.0,3.0,64.7,9.0,1.0,0.0,0.0,2.0,5.0,Banfield,9.0,2.0,2.0,35.3,7.0,0.0,0.0,0.0,5.0,1.0,729066,2025-08-24 18:15:00,2025
Deportivo Riestra,11.0,4.0,3.0,29.8,26.0,3.0,0.0,1.0,1.0,3.0,Sarmiento (Junín),8.0,1.0,5.0,70.2,14.0,2.0,0.0,2.0,1.0,4.0,729067,2025-08-25 15:00:00,2025
Godoy Cruz Antonio Tomba,7.0,2.0,5.0,57.1,14.0,3.0,0.0,2.0,1.0,0.0,Vélez Sarsfield,6.0,2.0,2.0,42.9,16.0,3.0,0.0,2.0,3.0,1.0,729069,2025-08-25 17:00:00,2025
Belgrano (Córdoba),19.0,6.0,7.0,60.0,12.0,3.0,1.0,0.0,0.0,3.0,Central Córdoba (Santiago del Estero),5.0,3.0,0.0,40.0,15.0,3.0,0.0,0.0,6.0,1.0,729065,2025-08-25 19:00:00,2025
Estudiantes de La Plata,17.0,7.0,4.0,59.0,15.0,1.0,0.0,2.0,5.0,1.0,Aldosivi,9.0,5.0,3.0,41.0,11.0,4.0,0.0,3.0,6.0,1.0,729068,2025-08-25 19:15:00,2025
Lanús,13.0,5.0,5.0,47.6,12.0,1.0,0.0,1.0,3.0,2.0,River Plate,14.0,4.0,5.0,52.4,11.0,1.0,0.0,1.0,4.0,5.0,729071,2025-08-25 21:15:00,2025
Banfield,14.0,7.0,6.0,47.1,12.0,2.0,0.0,1.0,5.0,2.0,Tigre,11.0,5.0,4.0,52.9,19.0,6.0,0.0,0.0,6.0,3.0,729091,2025-08-29 19:00:00,2025
Newell's Old Boys,10.0,3.0,2.0,51.7,17.0,6.0,0.0,5.0,1.0,2.0,Barracas Central,11.0,3.0,3.0,48.3,14.0,2.0,0.0,0.0,1.0,5.0,729084,2025-08-29 19:00:00,2025
Instituto (Córdoba),10.0,2.0,10.0,50.1,15.0,5.0,0.0,1.0,2.0,1.0,Independiente,9.0,2.0,7.0,49.9,10.0,3.0,0.0,1.0,2.0,4.0,729083,2025-08-29 21:15:00,2025
San Lorenzo,10.0,3.0,1.0,62.0,16.0,4.0,0.0,1.0,2.0,1.0,Huracán,9.0,2.0,1.0,38.0,14.0,3.0,1.0,0.0,3.0,3.0,729088,2025-08-30 14:45:00,2025
Central Córdoba (Santiago del Estero),8.0,3.0,5.0,40.2,11.0,1.0,0.0,1.0,2.0,2.0,Estudiantes de La Plata,10.0,2.0,8.0,59.8,14.0,1.0,0.0,0.0,2.0,3.0,729079,2025-08-30 17:00:00,2025
Independiente Rivadavia,8.0,3.0,6.0,28.2,10.0,5.0,1.0,3.0,7.0,1.0,Argentinos Juniors,22.0,8.0,12.0,71.8,8.0,1.0,0.0,3.0,1.0,4.0,729082,2025-08-30 17:00:00,2025
Vélez Sarsfield,14.0,5.0,8.0,51.0,11.0,2.0,0.0,2.0,2.0,6.0,Lanús,10.0,2.0,4.0,49.0,13.0,2.0,0.0,3.0,2.0,1.0,729090,2025-08-30 21:30:00,2025
Aldosivi,8.0,3.0,3.0,44.3,17.0,3.0,0.0,1.0,2.0,2.0,Boca Juniors,8.0,4.0,7.0,55.7,11.0,2.0,0.0,2.0,3.0,2.0,729077,2025-08-31 14:30:00,2025
Defensa y Justicia,12.0,5.0,7.0,48.2,8.0,2.0,0.0,2.0,3.0,4.0,Belgrano (Córdoba),10.0,4.0,6.0,51.8,16.0,4.0,0.0,4.0,3.0,4.0,729080,2025-08-31 16:45:00,2025
Talleres (Córdoba),18.0,7.0,10.0,70.9,13.0,3.0,0.0,3.0,2.0,4.0,Deportivo Riestra,8.0,3.0,1.0,29.1,7.0,1.0,0.0,3.0,7.0,2.0,729078,2025-08-31 16:45:00,2025
River Plate,12.0,7.0,8.0,61.6,20.0,4.0,0.0,0.0,4.0,1.0,San Martín (San Juan),13.0,4.0,4.0,38.4,10.0,2.0,0.0,4.0,5.0,1.0,729087,2025-08-31 19:15:00,2025
Racing Club,16.0,7.0,8.0,65.0,14.0,2.0,0.0,1.0,6.0,7.0,Unión (Santa Fe),13.0,10.0,6.0,35.0,8.0,0.0,0.0,1.0,5.0,0.0,729086,2025-08-31 21:15:00,2025
Gimnasia La Plata,14.0,1.0,6.0,60.6,12.0,2.0,0.0,3.0,1.0,3.0,Atlético Tucumán,14.0,2.0,6.0,39.4,11.0,1.0,1.0,0.0,1.0,3.0,729081,2025-09-01 17:00:00,2025
Platense,25.0,5.0,7.0,72.6,7.0,1.0,0.0,0.0,3.0,4.0,Godoy Cruz Antonio Tomba,10.0,6.0,4.0,27.4,14.0,3.0,1.0,4.0,4.0,1.0,729085,2025-09-01 19:15:00,2025
Belgrano (Córdoba),11.0,2.0,6.0,61.9,20.0,4.0,0.0,1.0,1.0,3.0,San Martín (San Juan),7.0,1.0,2.0,38.1,15.0,4.0,0.0,2.0,2.0,2.0,729092,2025-09-11 20:00:00,2025
Deportivo Riestra,6.0,4.0,2.0,32.8,16.0,1.0,0.0,2.0,0.0,0.0,Central Córdoba (Santiago del Estero),10.0,0.0,3.0,67.2,12.0,0.0,0.0,4.0,2.0,2.0,729094,2025-09-12 14:30:00,2025
Huracán,7.0,1.0,4.0,65.6,12.0,1.0,0.0,2.0,3.0,1.0,Vélez Sarsfield,6.0,3.0,4.0,34.4,24.0,3.0,1.0,1.0,1.0,1.0,729098,2025-09-12 19:00:00,2025
Racing Club,7.0,4.0,1.0,51.8,21.0,3.0,0.0,4.0,1.0,1.0,San Lorenzo,10.0,1.0,3.0,48.2,12.0,2.0,0.0,3.0,2.0,5.0,729103,2025-09-12 19:00:00,2025
Lanús,9.0,3.0,2.0,54.8,12.0,1.0,1.0,1.0,1.0,2.0,Independiente Rivadavia,10.0,1.0,4.0,45.2,13.0,0.0,0.0,4.0,2.0,1.0,729101,2025-09-12 21:15:00,2025
Newell's Old Boys,10.0,3.0,6.0,56.1,6.0,4.0,0.0,1.0,3.0,4.0,Atlético Tucumán,13.0,3.0,5.0,43.9,13.0,2.0,0.0,2.0,1.0,2.0,729102,2025-09-12 21:15:00,2025
Godoy Cruz Antonio Tomba,13.0,3.0,6.0,69.2,7.0,3.0,0.0,3.0,3.0,4.0,Barracas Central,9.0,3.0,2.0,30.8,16.0,3.0,0.0,2.0,3.0,2.0,729097,2025-09-13 14:30:00,2025
Independiente,13.0,1.0,4.0,68.2,10.0,1.0,0.0,3.0,3.0,3.0,Banfield,8.0,4.0,5.0,31.8,23.0,1.0,0.0,0.0,1.0,1.0,729099,2025-09-13 16:45:00,2025
Estudiantes de La Plata,11.0,2.0,6.0,60.7,12.0,3.0,0.0,2.0,1.0,2.0,River Plate,6.0,3.0,4.0,39.3,9.0,6.0,1.0,1.0,1.0,1.0,729095,2025-09-13 19:00:00,2025
Sarmiento (Junín),12.0,5.0,5.0,46.7,19.0,3.0,0.0,0.0,1.0,2.0,Aldosivi,10.0,1.0,2.0,53.3,12.0,3.0,0.0,0.0,3.0,3.0,729105,2025-09-13 21:15:00,2025
Gimnasia La Plata,15.0,5.0,5.0,56.2,8.0,3.0,0.0,0.0,2.0,3.0,Unión (Santa Fe),9.0,5.0,8.0,43.8,13.0,2.0,0.0,3.0,4.0,1.0,729096,2025-09-14 15:00:00,2025
Instituto (Córdoba),9.0,6.0,2.0,29.1,19.0,3.0,0.0,1.0,2.0,2.0,Argentinos Juniors,13.0,4.0,4.0,70.9,12.0,3.0,1.0,2.0,4.0,2.0,729100,2025-09-14 15:00:00,2025
Rosario Central,11.0,6.0,9.0,49.6,8.0,3.0,0.0,1.0,2.0,2.0,Boca Juniors,10.0,3.0,6.0,50.4,15.0,3.0,0.0,0.0,5.0,2.0,729104,2025-09-14 17:30:00,2025
Defensa y Justicia,13.0,4.0,5.0,66.3,6.0,2.0,0.0,2.0,3.0,4.0,Platense,14.0,5.0,2.0,33.7,15.0,2.0,0.0,2.0,3.0,2.0,729093,2025-09-14 20:00:00,2025
Tigre,9.0,3.0,4.0,47.7,10.0,2.0,0.0,0.0,5.0,3.0,Talleres (Córdoba),15.0,5.0,7.0,52.3,14.0,3.0,0.0,0.0,3.0,3.0,729106,2025-09-14 20:00:00,2025
Deportivo Riestra,12.0,2.0,2.0,36.7,9.0,3.0,0.0,0.0,4.0,3.0,Gimnasia La Plata,10.0,4.0,4.0,63.3,11.0,4.0,0.0,0.0,1.0,3.0,729112,2025-09-19 17:00:00,2025
Huracán,20.0,4.0,8.0,54.7,6.0,0.0,0.0,3.0,4.0,3.0,Racing Club,10.0,6.0,2.0,45.3,12.0,0.0,0.0,1.0,4.0,1.0,729115,2025-09-19 19:00:00,2025
San Martín (San Juan),17.0,5.0,11.0,53.8,23.0,5.0,0.0,1.0,3.0,3.0,Vélez Sarsfield,9.0,5.0,4.0,46.2,9.0,1.0,1.0,0.0,4.0,2.0,729119,2025-09-19 19:15:00,2025
Lanús,7.0,3.0,0.0,36.1,18.0,2.0,0.0,5.0,5.0,1.0,Platense,20.0,6.0,5.0,63.9,6.0,3.0,0.0,2.0,1.0,2.0,729117,2025-09-19 21:15:00,2025
Barracas Central,10.0,3.0,7.0,55.1,6.0,6.0,0.0,1.0,2.0,4.0,Sarmiento (Junín),4.0,3.0,4.0,44.9,14.0,3.0,0.0,4.0,3.0,1.0,729109,2025-09-20 14:30:00,2025
Unión (Santa Fe),13.0,6.0,8.0,64.3,14.0,1.0,0.0,2.0,1.0,6.0,Independiente Rivadavia,6.0,2.0,6.0,35.7,14.0,4.0,0.0,1.0,5.0,1.0,729121,2025-09-20 16:45:00,2025
Atlético Tucumán,17.0,7.0,10.0,34.9,14.0,1.0,0.0,2.0,3.0,2.0,River Plate,18.0,3.0,4.0,65.1,11.0,0.0,0.0,0.0,5.0,7.0,729108,2025-09-20 21:15:00,2025
Tigre,16.0,5.0,6.0,48.3,14.0,2.0,0.0,1.0,2.0,4.0,Aldosivi,8.0,2.0,4.0,51.7,27.0,4.0,0.0,2.0,3.0,4.0,729120,2025-09-21 12:00:00,2025
Independiente,4.0,0.0,1.0,61.2,17.0,1.0,0.0,0.0,2.0,0.0,San Lorenzo,6.0,3.0,3.0,38.8,23.0,1.0,0.0,2.0,0.0,0.0,729116,2025-09-21 14:30:00,2025
Godoy Cruz Antonio Tomba,14.0,3.0,4.0,56.0,19.0,3.0,0.0,0.0,2.0,6.0,Instituto (Córdoba),10.0,3.0,2.0,44.0,14.0,3.0,0.0,3.0,2.0,1.0,729114,2025-09-21 16:45:00,2025
Argentinos Juniors,9.0,4.0,1.0,60.2,11.0,0.0,0.0,3.0,1.0,0.0,Banfield,10.0,1.0,6.0,39.8,17.0,1.0,0.0,0.0,1.0,3.0,729107,2025-09-21 19:00:00,2025
Rosario Central,12.0,6.0,11.0,59.2,11.0,2.0,0.0,3.0,2.0,3.0,Talleres (Córdoba),11.0,3.0,4.0,40.8,19.0,3.0,1.0,2.0,4.0,4.0,729118,2025-09-21 19:00:00,2025
Boca Juniors,24.0,8.0,12.0,62.3,7.0,2.0,0.0,0.0,0.0,9.0,Central Córdoba (Santiago del Estero),9.0,2.0,4.0,37.7,23.0,4.0,0.0,0.0,5.0,1.0,729111,2025-09-21 21:15:00,2025
Estudiantes de La Plata,10.0,3.0,8.0,59.2,14.0,1.0,0.0,4.0,3.0,5.0,Defensa y Justicia,10.0,3.0,6.0,40.8,6.0,1.0,0.0,0.0,3.0,2.0,729113,2025-09-22 19:00:00,2025
Belgrano (Córdoba),7.0,4.0,2.0,61.7,8.0,3.0,0.0,1.0,5.0,1.0,Newell's Old Boys,11.0,5.0,6.0,38.3,13.0,3.0,1.0,2.0,1.0,3.0,729110,2025-09-22 21:00:00,2025
Banfield,16.0,4.0,9.0,50.9,11.0,0.0,0.0,0.0,1.0,8.0,Unión (Santa Fe),10.0,1.0,2.0,49.1,10.0,3.0,0.0,0.0,4.0,2.0,729123,2025-09-26 19:00:00,2025
Platense,13.0,3.0,3.0,61.5,14.0,3.0,0.0,1.0,0.0,1.0,San Martín (San Juan),5.0,2.0,4.0,38.5,16.0,4.0,0.0,3.0,1.0,0.0,729131,2025-09-26 19:00:00,2025
Central Córdoba (Santiago del Estero),17.0,2.0,6.0,62.9,9.0,2.0,0.0,0.0,2.0,6.0,Tigre,5.0,3.0,2.0,37.1,5.0,5.0,0.0,1.0,2.0,1.0,729125,2025-09-26 21:15:00,2025
Aldosivi,8.0,4.0,5.0,29.7,14.0,4.0,1.0,0.0,3.0,1.0,Argentinos Juniors,14.0,4.0,6.0,70.3,10.0,2.0,0.0,2.0,4.0,5.0,729122,2025-09-27 14:30:00,2025
Gimnasia La Plata,9.0,1.0,6.0,47.8,9.0,2.0,1.0,0.0,6.0,3.0,Rosario Central,22.0,9.0,3.0,52.2,13.0,2.0,0.0,5.0,1.0,6.0,729127,2025-09-27 14:30:00,2025
San Lorenzo,8.0,4.0,2.0,37.7,13.0,3.0,0.0,0.0,0.0,0.0,Godoy Cruz Antonio Tomba,7.0,0.0,10.0,62.3,13.0,2.0,0.0,2.0,2.0,4.0,729134,2025-09-27 16:45:00,2025
Defensa y Justicia,11.0,6.0,3.0,34.8,13.0,3.0,0.0,2.0,1.0,0.0,Boca Juniors,16.0,2.0,5.0,65.2,7.0,1.0,0.0,3.0,4.0,4.0,729126,2025-09-27 19:00:00,2025
Talleres (Córdoba),13.0,3.0,1.0,63.7,11.0,2.0,0.0,0.0,1.0,3.0,Sarmiento (Junín),8.0,1.0,2.0,36.3,16.0,2.0,0.0,1.0,2.0,1.0,729135,2025-09-27 21:15:00,2025
Racing Club,8.0,2.0,7.0,57.2,12.0,4.0,0.0,2.0,2.0,1.0,Independiente,8.0,4.0,3.0,42.8,9.0,0.0,0.0,5.0,1.0,2.0,729132,2025-09-28 15:15:00,2025
River Plate,21.0,9.0,15.0,82.7,9.0,0.0,1.0,2.0,0.0,5.0,Deportivo Riestra,6.0,2.0,1.0,17.3,12.0,3.0,0.0,1.0,8.0,1.0,729133,2025-09-28 18:00:00,2025
Independiente Rivadavia,14.0,2.0,3.0,46.5,9.0,4.0,1.0,3.0,4.0,4.0,Huracán,21.0,4.0,5.0,53.5,7.0,2.0,0.0,0.0,2.0,7.0,729128,2025-09-28 19:30:00,2025
Instituto (Córdoba),22.0,8.0,7.0,48.3,9.0,1.0,0.0,1.0,4.0,5.0,Lanús,17.0,4.0,4.0,51.7,9.0,2.0,0.0,1.0,8.0,5.0,729129,2025-09-28 20:15:00,2025
Barracas Central,14.0,5.0,3.0,46.3,15.0,3.0,0.0,1.0,4.0,5.0,Belgrano (Córdoba),12.0,5.0,2.0,53.7,15.0,2.0,0.0,3.0,4.0,3.0,729124,2025-09-29 15:30:00,2025
Vélez Sarsfield,20.0,10.0,3.0,51.9,10.0,3.0,0.0,1.0,3.0,4.0,Atlético Tucumán,8.0,4.0,2.0,48.1,16.0,5.0,0.0,2.0,6.0,0.0,729136,2025-09-29 20:00:00,2025
Newell's Old Boys,12.0,4.0,7.0,39.0,12.0,2.0,0.0,2.0,4.0,1.0,Estudiantes de La Plata,16.0,5.0,2.0,61.0,16.0,4.0,0.0,0.0,3.0,0.0,729130,2025-09-30 19:00:00,2025
